CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,EstimatedCustomerValue,ValueSegment,ChurnProbability,RetentionPriorityScore,RiskLevel
51544,0,11.0,Mobile Phone,1,8.0,Debit Card,Male,2.0,3,Laptop & Accessory,3,Married,10,0,14.0,1.0,1.0,0.0,165.53,165.53,Low Value,0.02,0.023685403339054452,Low Risk
51545,0,11.0,Mobile Phone,1,35.0,COD,Male,2.0,3,Laptop & Accessory,1,Married,4,0,18.0,0.0,1.0,7.0,162.61,162.61,Low Value,0.005,0.013014549851770947,Low Risk
51546,0,0.0,Computer,1,6.0,COD,Male,2.0,4,Laptop & Accessory,5,Married,6,0,19.0,2.0,2.0,0.0,142.98,285.96,Medium Value,0.09,0.07973193946013418,Low Risk
51547,0,22.0,Computer,1,24.0,Debit Card,Male,3.0,3,Laptop & Accessory,1,Married,2,1,15.0,0.0,1.0,7.0,168.04,168.04,Low Value,0.005,0.013332267124356374,Low Risk
51548,0,7.0,Computer,1,16.0,Credit Card,Male,2.0,3,Mobile Phone,3,Married,2,1,17.0,2.0,2.0,0.0,138.15,276.3,Low Value,0.225,0.17366671867686068,Low Risk
51549,0,13.0,Phone,1,25.0,CC,Male,3.0,3,Laptop & Accessory,1,Married,9,1,15.0,3.0,3.0,7.0,127.41,382.23,Medium Value,0.025,0.039864838508347634,Low Risk
51550,1,1.0,Mobile Phone,1,35.0,Credit Card,Male,3.0,3,Laptop & Accessory,5,Married,8,1,19.0,1.0,1.0,0.0,166.73,166.73,Low Value,0.52,0.3737556171009518,Medium Risk
51551,1,0.0,Mobile Phone,3,33.0,E wallet,Female,2.0,3,Fashion,1,Married,2,0,22.0,0.0,1.0,9.0,176.39,176.39,Low Value,0.845,0.6018208378842252,High Risk
51552,0,0.0,Phone,1,14.0,Debit Card,Male,2.0,1,Mobile,4,Married,2,1,16.0,2.0,2.0,2.0,123.28,246.56,Low Value,0.27,0.2034265876111718,Low Risk
51553,0,9.0,Computer,1,24.0,CC,Female,3.0,3,Mobile,1,Single,2,0,13.0,0.0,1.0,7.0,121.53,121.53,Low Value,0.0,0.007110898736152286,
51554,0,13.0,Computer,1,15.0,Debit Card,Male,3.0,4,Laptop & Accessory,1,Married,10,0,14.0,0.0,1.0,2.0,148.76,148.76,Low Value,0.005,0.012204166016539241,Low Risk
51555,0,19.0,Mobile Phone,1,6.0,Credit Card,Male,3.0,3,Fashion,5,Married,8,0,16.0,0.0,1.0,3.0,193.96,193.96,Low Value,0.005,0.014848884381338743,Low Risk
51556,1,0.0,Mobile Phone,3,10.0,Credit Card,Male,2.0,5,Fashion,1,Married,2,0,11.0,6.0,9.0,8.0,204.0,1836.0,High Value,0.93,0.7584270557029178,High Risk
51557,0,3.0,Computer,1,6.0,Debit Card,Male,2.0,4,Fashion,3,Single,2,0,22.0,4.0,5.0,8.0,184.74,923.7,High Value,0.01,0.06104704322047121,Low Risk
51558,0,0.0,Computer,3,26.0,Debit Card,Female,2.0,3,Laptop & Accessory,3,Single,2,0,14.0,1.0,1.0,7.0,199.81,199.81,Low Value,0.02,0.02569117647058823,Low Risk
51559,0,24.0,Mobile Phone,1,14.0,Debit Card,Male,2.0,4,Fashion,4,Married,6,0,16.0,2.0,4.0,3.0,224.89999999999998,899.5999999999999,High Value,0.01,0.059636916835699785,Low Risk
51560,1,0.0,Phone,1,14.0,COD,Female,2.0,3,Mobile,5,Single,6,1,11.0,0.0,1.0,4.0,126.57,126.57,Low Value,0.935,0.661905796536121,High Risk
51561,0,14.0,Mobile Phone,3,12.0,Debit Card,Female,3.0,3,Fashion,1,Single,4,1,18.0,0.0,2.0,0.0,235.91000000000003,471.82000000000005,High Value,0.02,0.041606880948665936,Low Risk
51562,1,0.0,Computer,3,32.0,E wallet,Female,2.0,4,Laptop & Accessory,5,Single,6,0,15.0,1.0,1.0,1.0,166.96,166.96,Low Value,0.96,0.6817690747386487,High Risk
51563,1,9.0,Phone,1,6.0,Cash on Delivery,Male,2.0,3,Mobile,3,Single,1,0,14.0,0.0,1.0,5.0,120.58000000000001,120.58000000000001,Low Value,0.66,0.46905531284131685,Medium Risk
51564,0,18.0,Computer,3,12.0,Credit Card,Female,2.0,4,Fashion,1,Single,7,0,12.0,5.0,12.0,8.0,188.65,2263.8,High Value,0.01,0.1394582618193166,Low Risk
51565,0,27.0,Mobile Phone,3,9.0,E wallet,Female,2.0,3,Laptop & Accessory,5,Married,3,0,14.0,1.0,1.0,5.0,159.4,159.4,Low Value,0.0,0.009326728038695584,
51566,0,9.0,Mobile Phone,1,11.0,Debit Card,Male,3.0,3,Laptop & Accessory,4,Single,9,0,16.0,2.0,3.0,7.0,159.14,477.41999999999996,High Value,0.0,0.027934545170853486,
51567,0,6.0,Phone,1,14.0,CC,Female,2.0,4,Mobile,4,Married,7,0,21.0,0.0,1.0,1.0,126.22,126.22,Low Value,0.045,0.038885317522234356,Low Risk
51568,0,10.0,Computer,1,17.0,UPI,Male,2.0,3,Fashion,1,Married,2,1,14.0,1.0,1.0,3.0,221.85000000000002,221.85000000000002,Low Value,0.0,0.012980769230769231,
51569,0,11.0,Mobile Phone,3,9.0,Debit Card,Male,3.0,3,Fashion,3,Married,1,0,12.0,1.0,5.0,13.0,206.08999999999997,1030.4499999999998,High Value,0.005,0.06379314245592135,Low Risk
51570,0,4.0,Computer,1,6.0,Credit Card,Male,2.0,5,Laptop & Accessory,3,Married,1,0,12.0,0.0,1.0,4.0,143.45,143.45,Low Value,0.02,0.022393470120143547,Low Risk
51571,0,9.0,Phone,1,9.0,Debit Card,Male,3.0,4,Mobile,1,Married,4,0,17.0,0.0,1.0,0.0,121.77000000000001,121.77000000000001,Low Value,0.07,0.056124941488531754,Low Risk
51572,0,10.0,Computer,3,10.0,E wallet,Male,3.0,3,Mobile,1,Married,5,0,17.0,3.0,5.0,8.0,127.93,639.6500000000001,High Value,0.03,0.05842686066469028,Low Risk
51573,0,2.0,Computer,3,6.0,Credit Card,Female,2.0,3,Fashion,1,Married,2,0,14.0,4.0,4.0,1.0,179.18,716.72,High Value,0.03,0.06293633952254642,Low Risk
51574,0,8.0,Computer,3,6.0,E wallet,Female,3.0,3,Fashion,3,Single,2,0,14.0,1.0,1.0,8.0,187.89,187.89,Low Value,0.02,0.024993719769074735,Low Risk
51575,1,0.0,Phone,1,14.0,CC,Male,2.0,4,Mobile,1,Single,2,1,13.0,0.0,1.0,1.0,123.88999999999999,123.88999999999999,Low Value,0.895,0.633748985801217,High Risk
51576,0,25.0,Phone,1,8.0,Debit Card,Female,2.0,4,Mobile,1,Single,8,0,15.0,2.0,2.0,2.0,132.12,264.24,Low Value,0.01,0.02246107036979248,Low Risk
51577,0,15.0,Mobile Phone,1,10.0,Cash on Delivery,Male,2.0,3,Others,1,Married,2,0,15.0,0.0,11.0,15.0,292.32,3215.52,High Value,0.01,0.1951447963800905,Low Risk
51578,0,9.0,Phone,2,12.0,CC,Male,2.0,3,Mobile,3,Married,9,0,17.0,0.0,2.0,2.0,122.66999999999999,245.33999999999997,Low Value,0.015,0.024855203619909498,Low Risk
51579,0,23.0,Mobile Phone,3,6.0,Credit Card,Female,3.0,3,Others,1,Married,4,0,15.0,1.0,1.0,6.0,295.17,295.17,Medium Value,0.01,0.024270830082696208,Low Risk
51580,1,0.0,Phone,1,14.0,CC,Male,2.0,3,Mobile,1,Married,6,1,13.0,1.0,1.0,4.0,124.36000000000001,124.36000000000001,Low Value,0.92,0.6512764861912935,High Risk
51581,0,16.0,Mobile Phone,3,22.0,E wallet,Female,3.0,3,Grocery,1,Married,6,1,22.0,0.0,2.0,9.0,260.64,521.28,High Value,0.035,0.05500085816820097,Low Risk
51582,1,0.0,Phone,1,8.0,Debit Card,Female,3.0,3,Mobile,5,Married,8,0,20.0,1.0,1.0,7.0,127.07,127.07,Low Value,0.405,0.29093505227024496,Medium Risk
51583,0,25.0,Computer,3,8.0,Debit Card,Male,3.0,4,Others,3,Single,2,1,18.0,1.0,15.0,12.0,290.68,4360.2,High Value,0.075,0.3076217038539554,Low Risk
51584,0,5.0,Phone,3,10.0,Debit Card,Female,2.0,3,Mobile Phone,4,Married,3,0,11.0,1.0,1.0,2.0,139.31,139.31,Low Value,0.025,0.02565123264159775,Low Risk
51585,1,0.0,Phone,1,6.0,Debit Card,Male,3.0,4,Mobile Phone,3,Single,1,1,14.0,0.0,1.0,2.0,137.3,137.3,Low Value,0.715,0.5085336245904196,High Risk
51586,0,9.0,Phone,1,6.0,CC,Female,3.0,3,Mobile,3,Married,8,0,14.0,1.0,1.0,2.0,122.32,122.32,Low Value,0.005,0.010657122796068029,Low Risk
51587,0,5.0,Computer,3,32.0,E wallet,Male,3.0,3,Laptop & Accessory,1,Married,1,0,18.0,2.0,2.0,2.0,144.65,289.3,Medium Value,0.015,0.027427367764081757,Low Risk
51588,0,14.0,Phone,1,25.0,Debit Card,Male,3.0,3,Laptop & Accessory,5,Married,3,0,16.0,0.0,1.0,0.0,130.72,130.72,Low Value,0.075,0.06014861912934935,Low Risk
51589,0,13.0,Phone,1,30.0,COD,Male,3.0,3,Laptop & Accessory,1,Married,2,0,17.0,2.0,4.0,7.0,133.19,532.76,High Value,0.0,0.031172569823685443,
51590,0,18.0,Mobile Phone,1,6.0,UPI,Male,3.0,1,Others,1,Married,1,0,15.0,1.0,1.0,7.0,292.02,292.02,Medium Value,0.025,0.03458651895771571,Low Risk
51591,0,4.0,Computer,1,9.0,Credit Card,Male,3.0,3,Fashion,3,Married,10,0,12.0,2.0,2.0,2.0,236.75,473.5,High Value,0.025,0.0452051802153222,Low Risk
51592,0,6.0,Phone,1,11.0,Debit Card,Female,3.0,4,Mobile,1,Married,2,0,13.0,0.0,1.0,2.0,129.11,129.11,Low Value,0.005,0.011054415665470434,Low Risk
51593,0,7.0,Mobile Phone,1,8.0,Debit Card,Male,2.0,4,Laptop & Accessory,5,Married,7,0,13.0,0.0,5.0,9.0,159.57,797.8499999999999,High Value,0.005,0.05018337494148853,Low Risk
51594,0,10.0,Phone,1,6.0,Credit Card,Female,2.0,4,Mobile Phone,5,Married,3,0,14.0,0.0,1.0,2.0,139.2,139.2,Low Value,0.005,0.011644796380090496,Low Risk
51595,0,18.0,Computer,1,13.0,Debit Card,Male,3.0,1,Laptop & Accessory,3,Married,5,0,17.0,1.0,1.0,2.0,164.34,164.34,Low Value,0.005,0.013115774691839601,Low Risk
51596,1,0.0,Computer,1,16.0,Credit Card,Male,3.0,3,Fashion,3,Married,7,0,11.0,0.0,1.0,0.0,200.48,200.48,Low Value,0.93,0.6627303791543143,High Risk
51597,0,12.0,Computer,1,8.0,Cash on Delivery,Female,3.0,3,Fashion,3,Single,1,0,25.0,6.0,11.0,3.0,209.38,2303.18,High Value,0.04,0.162762443438914,Low Risk
51598,0,2.0,Phone,1,14.0,Debit Card,Male,2.0,3,Mobile,1,Single,2,0,19.0,1.0,1.0,5.0,123.4,123.4,Low Value,0.055,0.04572031518177563,Low Risk
51599,0,15.0,Mobile Phone,1,23.0,Debit Card,Female,2.0,1,Laptop & Accessory,5,Single,4,1,13.0,1.0,1.0,2.0,165.45,165.45,Low Value,0.025,0.02718072242159463,Low Risk
51600,0,2.0,Mobile Phone,3,26.0,E wallet,Male,2.0,3,Laptop & Accessory,1,Married,3,0,14.0,1.0,1.0,2.0,169.31,169.31,Low Value,0.01,0.016906576689031047,Low Risk
51601,0,0.0,Phone,1,6.0,Debit Card,Female,3.0,3,Laptop & Accessory,3,Married,1,0,12.0,1.0,1.0,2.0,148.98,148.98,Low Value,0.06,0.05071703853955375,Low Risk
51602,0,15.0,Phone,1,14.0,CC,Female,2.0,4,Mobile,5,Married,1,1,11.0,7.0,7.0,8.0,125.93,881.51,High Value,0.055,0.09007844437509752,Low Risk
51603,0,13.0,Mobile Phone,1,8.0,Credit Card,Male,2.0,3,Others,3,Married,1,0,15.0,3.0,3.0,9.0,294.36,883.08,High Value,0.01,0.058670307380246534,Low Risk
51604,0,24.0,Phone,1,6.0,Debit Card,Male,3.0,3,Mobile,1,Married,2,0,11.0,1.0,1.0,0.0,127.22999999999999,127.22999999999999,Low Value,0.03,0.028444414105164607,Low Risk
51605,1,0.0,Computer,1,35.0,Credit Card,Male,3.0,4,Mobile,4,Single,1,0,11.0,0.0,1.0,4.0,134.79,134.79,Low Value,0.88,0.6238867608051178,High Risk
51606,0,5.0,Computer,1,13.0,Debit Card,Male,3.0,1,Mobile,4,Married,2,0,20.0,0.0,1.0,3.0,127.94,127.94,Low Value,0.015,0.017985957247620532,Low Risk
51607,0,11.0,Computer,3,8.0,Debit Card,Male,2.0,4,Laptop & Accessory,1,Married,4,0,18.0,1.0,7.0,5.0,152.49,1067.43,High Value,0.005,0.06595689655172414,Low Risk
51608,0,9.0,Phone,1,8.0,Cash on Delivery,Male,2.0,4,Laptop & Accessory,5,Single,5,0,13.0,0.0,1.0,4.0,121.75999999999999,121.75999999999999,Low Value,0.045,0.038624356373849277,Low Risk
51609,0,19.0,Mobile Phone,3,8.0,Cash on Delivery,Female,3.0,5,Grocery,4,Married,4,1,12.0,1.0,7.0,7.0,268.72,1881.0400000000002,High Value,0.03,0.13106241223279763,Low Risk
51610,1,0.0,Phone,1,8.0,Debit Card,Male,3.0,3,Mobile,3,Single,3,0,11.0,0.0,1.0,0.0,134.85,134.85,Low Value,0.775,0.5503902714932126,High Risk
51611,0,2.0,Mobile Phone,3,8.0,Credit Card,Male,3.0,4,Laptop & Accessory,4,Married,3,0,19.0,1.0,1.0,0.0,166.44,166.44,Low Value,0.015,0.020238648775159927,Low Risk
51612,0,4.0,Mobile Phone,1,29.0,Credit Card,Male,3.0,4,Laptop & Accessory,1,Married,1,0,21.0,0.0,7.0,8.0,155.82,1090.74,High Value,0.02,0.0778207988765798,Low Risk
51613,0,0.0,Computer,1,11.0,Debit Card,Male,2.0,1,Laptop & Accessory,5,Married,2,0,12.0,1.0,1.0,5.0,140.0,140.0,Low Value,0.02,0.022191605554688718,Low Risk
51614,0,18.0,Mobile Phone,1,26.0,Credit Card,Male,3.0,3,Grocery,1,Married,1,1,14.0,2.0,2.0,10.0,234.95999999999998,469.91999999999996,High Value,0.005,0.03099570915899516,Low Risk
51615,0,9.0,Phone,1,12.0,Debit Card,Male,2.0,3,Mobile,1,Married,1,0,11.0,1.0,10.0,11.0,132.1,1321.0,High Value,0.02,0.09129364955531283,Low Risk
51616,0,28.0,Mobile Phone,1,6.0,Credit Card,Male,2.0,3,Others,5,Single,1,1,14.0,1.0,4.0,13.0,290.45,1161.8,High Value,0.035,0.09247862381026681,Low Risk
51617,1,10.0,Computer,1,35.0,Debit Card,Male,2.0,3,Fashion,4,Married,2,1,12.0,4.0,9.0,3.0,218.49,1966.41,High Value,0.755,0.6435575362771103,High Risk
51618,0,9.0,Phone,1,15.0,CC,Male,3.0,3,Mobile,1,Married,2,0,23.0,1.0,1.0,4.0,120.69999999999999,120.69999999999999,Low Value,0.005,0.01056233421750663,Low Risk
51619,0,10.0,Mobile Phone,3,12.0,Credit Card,Male,3.0,3,Laptop & Accessory,1,Married,5,0,14.0,1.0,1.0,1.0,165.02,165.02,Low Value,0.005,0.01315556249024809,Low Risk
51620,0,0.0,Phone,1,9.0,CC,Male,3.0,4,Mobile,3,Single,2,0,17.0,1.0,1.0,0.0,132.3,132.3,Low Value,0.065,0.05324106724918084,Low Risk
51621,0,10.0,Computer,1,6.0,Credit Card,Female,3.0,3,Fashion,1,Married,3,1,18.0,0.0,2.0,2.0,236.02999999999997,472.05999999999995,High Value,0.005,0.031120923701045404,Low Risk
51622,0,8.0,Mobile Phone,1,28.0,Debit Card,Female,3.0,1,Fashion,4,Married,8,0,18.0,5.0,6.0,3.0,219.95999999999998,1319.7599999999998,High Value,0.02,0.09122109533468559,Low Risk
51623,0,11.0,Mobile Phone,3,13.0,Credit Card,Female,2.0,1,Laptop & Accessory,5,Married,2,1,24.0,4.0,7.0,7.0,156.05,1092.3500000000001,High Value,0.01,0.07091500234045875,Low Risk
51624,0,0.0,Computer,1,6.0,Debit Card,Female,2.0,3,Laptop & Accessory,4,Married,2,0,20.0,1.0,1.0,4.0,163.97,163.97,Low Value,0.015,0.02009412544858792,Low Risk
51625,0,23.0,Mobile Phone,1,10.0,Debit Card,Male,3.0,3,Others,4,Married,4,0,14.0,1.0,1.0,6.0,291.44,291.44,Medium Value,0.005,0.020552582306132,Low Risk
51626,0,26.0,Mobile Phone,1,9.0,Credit Card,Male,2.0,3,Grocery,3,Married,4,1,16.0,1.0,1.0,3.0,275.84,275.84,Low Value,0.0,0.016139803401466687,
51627,0,15.0,Phone,3,6.0,Debit Card,Male,1.0,3,Laptop & Accessory,3,Married,2,0,25.0,6.0,11.0,6.0,149.07,1639.77,High Value,0.025,0.11344535028865657,Low Risk
51628,0,2.0,Computer,3,8.0,Debit Card,Male,2.0,3,Laptop & Accessory,1,Single,2,0,18.0,0.0,1.0,9.0,145.54,145.54,Low Value,0.005,0.0120157590887814,Low Risk
51629,0,28.0,Mobile Phone,1,26.0,COD,Male,2.0,3,Laptop & Accessory,1,Married,4,1,19.0,0.0,1.0,8.0,154.15,154.15,Low Value,0.005,0.012519542830394758,Low Risk
51630,0,0.0,Computer,1,17.0,Credit Card,Male,2.0,3,Laptop & Accessory,5,Married,2,1,13.0,1.0,3.0,3.0,147.41,442.23,Medium Value,0.225,0.18337552660321424,Low Risk
51631,0,9.0,Phone,1,6.0,Debit Card,Female,2.0,3,Mobile,1,Single,2,0,12.0,1.0,5.0,7.0,121.15,605.75,High Value,0.015,0.045943321891090655,Low Risk
51632,1,7.0,Computer,1,30.0,Debit Card,Male,3.0,3,Mobile,3,Married,4,1,22.0,0.0,1.0,0.0,131.61,131.61,Low Value,0.76,0.5397006943360898,High Risk
51633,0,11.0,Mobile Phone,1,29.0,Debit Card,Male,2.0,3,Laptop & Accessory,1,Married,10,0,14.0,0.0,1.0,2.0,157.45,157.45,Low Value,0.0,0.00921263067561242,
51634,1,0.0,Phone,1,14.0,CC,Male,2.0,3,Mobile,4,Married,3,1,13.0,1.0,1.0,2.0,123.72999999999999,123.72999999999999,Low Value,0.93,0.6582396239662974,High Risk
51635,0,1.0,Phone,1,14.0,Debit Card,Female,3.0,3,Mobile,1,Single,2,0,21.0,1.0,1.0,2.0,133.1,133.1,Low Value,0.01,0.014787876423779059,Low Risk
51636,0,22.0,Computer,1,16.0,Debit Card,Female,2.0,3,Others,5,Single,10,1,11.0,1.0,1.0,2.0,286.65,286.65,Medium Value,0.08,0.07277231237322515,Low Risk
51637,0,9.0,Phone,1,9.0,COD,Male,1.0,3,Laptop & Accessory,4,Single,5,0,12.0,2.0,7.0,7.0,144.85,1013.9499999999999,High Value,0.01,0.06632770322983304,Low Risk
51638,0,4.0,Computer,3,11.0,E wallet,Female,3.0,3,Mobile,4,Married,2,0,11.0,0.0,2.0,2.0,127.88999999999999,255.77999999999997,Low Value,0.005,0.018466063348416287,Low Risk
51639,1,0.0,Mobile Phone,3,10.0,E wallet,Male,2.0,4,Laptop & Accessory,1,Single,2,1,12.0,4.0,7.0,4.0,158.28,1107.96,High Value,0.955,0.7333283663598065,High Risk
51640,0,10.0,Computer,1,14.0,CC,Male,2.0,3,Mobile,1,Married,2,1,12.0,0.0,1.0,2.0,123.25999999999999,123.25999999999999,Low Value,0.1,0.07721212357622093,Low Risk
51641,0,15.0,Computer,3,32.0,E wallet,Female,3.0,3,Grocery,4,Married,6,0,14.0,3.0,2.0,8.0,235.25,470.5,High Value,0.01,0.03452964581057887,Low Risk
51642,1,9.0,Mobile Phone,1,9.0,Debit Card,Male,2.0,3,Mobile Phone,3,Single,2,0,13.0,1.0,1.0,0.0,114.19999999999999,114.19999999999999,Low Value,0.895,0.633182009673896,High Risk
51643,0,8.0,Mobile Phone,3,22.0,E wallet,Male,3.0,3,Fashion,4,Married,1,0,15.0,3.0,6.0,9.0,180.2,1081.1999999999998,High Value,0.025,0.08076259946949602,Low Risk
51644,0,9.0,Computer,1,24.0,Debit Card,Male,2.0,1,Mobile Phone,1,Married,5,0,18.0,1.0,1.0,0.0,136.88,136.88,Low Value,0.055,0.046509049773755654,Low Risk
51645,0,24.0,Mobile Phone,1,8.0,Credit Card,Male,2.0,5,Laptop & Accessory,4,Married,6,0,18.0,0.0,1.0,2.0,154.82,154.82,Low Value,0.015,0.019558745514120766,Low Risk
51646,0,14.0,Mobile Phone,3,8.0,Debit Card,Male,2.0,3,Grocery,4,Single,2,0,19.0,1.0,2.0,4.0,260.15,520.3,High Value,0.0,0.030443516929318144,
51647,0,9.0,Mobile Phone,3,16.0,Credit Card,Female,3.0,4,Mobile Phone,3,Single,2,0,12.0,0.0,1.0,0.0,112.0,112.0,Low Value,0.19,0.13955328444375095,Low Risk
51648,0,1.0,Mobile Phone,1,22.0,Credit Card,Male,3.0,1,Laptop & Accessory,5,Single,1,0,19.0,0.0,1.0,7.0,156.61,156.61,Low Value,0.025,0.026663481042284286,Low Risk
51649,0,4.0,Mobile Phone,3,13.0,COD,Male,3.0,1,Laptop & Accessory,1,Married,5,0,11.0,3.0,7.0,7.0,169.29,1185.03,High Value,0.07,0.11833784521766266,Low Risk
51650,0,12.0,Mobile Phone,1,6.0,Credit Card,Male,2.0,1,Fashion,1,Married,1,0,17.0,1.0,3.0,7.0,196.13,588.39,High Value,0.02,0.048427562802309254,Low Risk
51651,0,9.0,Computer,1,30.0,Debit Card,Female,2.0,3,Laptop & Accessory,4,Married,8,0,15.0,1.0,1.0,8.0,156.74,156.74,Low Value,0.015,0.0196710875331565,Low Risk
51652,0,5.0,Mobile Phone,3,13.0,Debit Card,Male,3.0,4,Laptop & Accessory,3,Married,2,0,14.0,3.0,4.0,8.0,154.84,619.36,High Value,0.0,0.03623966297394289,
51653,0,11.0,Mobile Phone,1,31.0,Debit Card,Female,2.0,4,Fashion,4,Married,4,0,17.0,0.0,1.0,3.0,220.61,220.61,Low Value,0.0,0.01290821501014199,
51654,0,30.0,Computer,1,6.0,Debit Card,Male,2.0,5,Laptop & Accessory,3,Married,3,1,13.0,1.0,1.0,2.0,156.6,156.6,Low Value,0.0,0.009162895927601809,
51655,0,4.0,Phone,1,11.0,COD,Male,2.0,3,Mobile Phone,1,Married,1,1,12.0,1.0,1.0,3.0,148.21,148.21,Low Value,0.03,0.029671984709002962,Low Risk
51656,0,4.0,Mobile Phone,2,8.0,UPI,Male,3.0,4,Laptop & Accessory,5,Married,4,0,12.0,0.0,1.0,0.0,164.1,164.1,Low Value,0.015,0.020101731939460132,Low Risk
51657,0,18.0,Computer,1,13.0,Debit Card,Male,3.0,3,Fashion,5,Married,2,0,18.0,2.0,9.0,11.0,152.1,1368.8999999999999,High Value,0.01,0.08709634888438134,Low Risk
51658,0,4.0,Phone,1,8.0,Debit Card,Male,3.0,3,Mobile,1,Married,1,1,18.0,2.0,2.0,2.0,126.94999999999999,253.89999999999998,Low Value,0.045,0.04635606178811047,Low Risk
51659,0,6.0,Computer,1,11.0,Debit Card,Female,3.0,3,Fashion,4,Married,7,0,11.0,7.0,8.0,3.0,218.77999999999997,1750.2399999999998,High Value,0.05,0.13740911218598842,Low Risk
51660,0,0.0,Mobile Phone,1,16.0,Credit Card,Male,3.0,3,Grocery,5,Married,2,1,14.0,1.0,11.0,10.0,270.68,2977.48,High Value,0.135,0.2687167264783898,Low Risk
51661,0,16.0,Computer,1,14.0,Debit Card,Female,2.0,3,Mobile,1,Single,1,0,19.0,0.0,1.0,7.0,124.55000000000001,124.55000000000001,Low Value,0.01,0.014287603370260572,Low Risk
51662,0,22.0,Mobile Phone,1,6.0,Cash on Delivery,Female,2.0,4,Grocery,3,Single,8,1,12.0,0.0,2.0,7.0,239.64,479.28,High Value,0.015,0.038543376501794346,Low Risk
51663,1,15.0,Phone,1,14.0,Credit Card,Male,2.0,4,Laptop & Accessory,4,Married,3,0,15.0,7.0,7.0,7.0,149.41,1045.87,High Value,0.61,0.4881953892963021,Medium Risk
51664,0,0.0,Phone,1,14.0,Debit Card,Female,2.0,3,Mobile,4,Single,2,1,12.0,0.0,1.0,2.0,124.78,124.78,Low Value,0.11,0.08430106100795756,Low Risk
51665,0,5.0,Mobile Phone,3,14.0,COD,Female,3.0,4,Laptop & Accessory,4,Married,2,1,11.0,11.0,11.0,9.0,152.28,1675.08,High Value,0.015,0.10851139023248556,Low Risk
51666,0,0.0,Phone,3,8.0,Debit Card,Male,3.0,3,Laptop & Accessory,3,Single,2,1,11.0,0.0,1.0,4.0,144.78,144.78,Low Value,0.105,0.08197129037291309,Low Risk
51667,0,4.0,Mobile Phone,3,13.0,E wallet,Male,3.0,3,Laptop & Accessory,1,Married,5,0,12.0,0.0,1.0,7.0,175.47,175.47,Low Value,0.01,0.017267007333437355,Low Risk
51668,0,5.0,Mobile Phone,1,8.0,Credit Card,Female,3.0,1,Laptop & Accessory,1,Single,8,0,16.0,0.0,1.0,7.0,150.55,150.55,Low Value,0.005,0.012308901544702763,Low Risk
51669,1,0.0,Phone,1,8.0,CC,Male,2.0,5,Mobile,1,Married,6,1,13.0,1.0,2.0,2.0,134.64,269.28,Low Value,0.9,0.6457559681697613,High Risk
51670,0,3.0,Mobile Phone,1,34.0,Credit Card,Female,3.0,3,Laptop & Accessory,1,Married,2,0,13.0,1.0,1.0,9.0,157.75,157.75,Low Value,0.01,0.016230184116086753,Low Risk
51671,0,4.0,Computer,1,13.0,Debit Card,Female,2.0,4,Fashion,3,Married,2,0,24.0,7.0,8.0,9.0,189.43,1515.44,High Value,0.01,0.09567061944141053,Low Risk
51672,0,12.0,Computer,1,13.0,Credit Card,Male,2.0,4,Others,1,Married,2,0,15.0,6.0,13.0,3.0,292.72,3805.3600000000006,High Value,0.03,0.24365720081135905,Low Risk
51673,1,2.0,Mobile Phone,3,9.0,Credit Card,Female,2.0,3,Laptop & Accessory,3,Married,5,1,18.0,1.0,1.0,0.0,152.38,152.38,Low Value,0.49,0.35191597753159615,Medium Risk
51674,0,6.0,Computer,3,16.0,E wallet,Male,2.0,4,Laptop & Accessory,1,Single,4,0,14.0,1.0,1.0,1.0,146.82,146.82,Low Value,0.015,0.019090653768138552,Low Risk
51675,0,20.0,Mobile Phone,1,11.0,Debit Card,Male,2.0,3,Others,3,Married,5,0,11.0,1.0,1.0,1.0,283.0,283.0,Medium Value,0.01,0.02355874551412077,Low Risk
51676,0,16.0,Computer,1,16.0,Debit Card,Female,2.0,4,Laptop & Accessory,3,Married,2,0,11.0,1.0,1.0,0.0,152.57,152.57,Low Value,0.005,0.01242709471056327,Low Risk
51677,0,0.0,Computer,3,6.0,E wallet,Male,3.0,3,Laptop & Accessory,4,Married,1,1,13.0,0.0,1.0,4.0,163.49,163.49,Low Value,0.155,0.11806603994382898,Low Risk
51678,0,27.0,Computer,1,26.0,Debit Card,Female,2.0,3,Laptop & Accessory,3,Single,4,0,12.0,0.0,1.0,3.0,148.69,148.69,Low Value,0.0,0.008700070213761898,
51679,0,16.0,Mobile Phone,1,13.0,Debit Card,Female,2.0,3,Fashion,5,Married,9,0,16.0,1.0,1.0,0.0,199.85,199.85,Low Value,0.025,0.029193516929318146,Low Risk
51680,0,18.0,Phone,1,14.0,UPI,Male,3.0,3,Laptop & Accessory,1,Married,10,0,14.0,8.0,9.0,8.0,136.97,1232.73,High Value,0.06,0.1141288422530816,Low Risk
